1,10.000000
2,10.000000
3,10.000000
4,12.500000
5,16.000000
6,18.333333
7,20.000000
8,22.500000
9,24.444444
10,26.000000
11,28.181818
12,30.000000
13,31.538462
14,32.857143
15,34.000000
16,35.000000
17,36.470588
18,39.444444
19,42.105263
20,44.500000
21,47.142857
22,49.545455
23,51.739130
24,53.750000
25,55.600000
26,53.846154
27,52.222222
28,50.714286
29,49.655172
30,49.000000
31,48.387097
32,47.812500
33,47.575758
34,47.352941
35,47.142857
36,47.222222
37,47.297297
38,47.368421
39,47.435897
40,47.500000
41,47.560976
42,47.857143
43,48.837209
44,49.772727
45,50.666667
46,51.739130
47,52.765957
48,53.750000
49,54.693878
50,55.600000
51,54.705882
52,53.846154
53,53.018868
54,52.407407
55,52.000000
56,51.607143
57,51.228070
58,51.034483
59,50.847458
60,50.666667
61,50.655738
62,50.645161
63,50.634921
64,50.625000
65,50.615385
66,50.606061
67,50.746269
68,51.323529
69,51.884058
70,52.428571
71,53.098592
72,53.750000
73,54.383562
74,55.000000
75,55.600000
76,55.000000
77,54.415584
78,53.846154
79,53.417722
80,53.125000
81,52.839506
82,52.560976
83,52.409639
84,52.261905
85,52.117647
86,52.093023
87,52.068966
88,52.045455
89,52.022472
90,52.000000
91,51.978022
92,52.065217
93,52.473118
94,52.872340
95,53.263158
96,53.750000
97,54.226804
98,54.693878
99,55.151515
100,55.600000
101,55.148515
102,54.705882
103,54.271845
104,53.942308
105,53.714286
106,53.490566
107,53.271028
108,53.148148
109,53.027523
110,52.909091
111,52.882883
112,52.857143
113,52.831858
114,52.807018
115,52.782609
116,52.758621
117,52.820513
118,53.135593
119,53.445378
120,53.750000
121,54.132231
122,54.508197
123,54.878049
124,55.241935
125,55.600000
126,55.238095
127,54.881890
128,54.531250
129,54.263566
130,54.076923
131,53.893130
132,53.712121
133,53.609023
134,53.507463
135,53.407407
136,53.382353
137,53.357664
138,53.333333
139,53.309353
140,53.285714
141,53.262411
142,53.309859
143,53.566434
144,53.819444
145,54.068966
146,54.383562
147,54.693878
148,55.000000
149,55.302013
150,55.600000
151,55.298013
152,55.000000
153,54.705882
154,54.480519
155,54.322581
156,54.166667
157,54.012739
158,53.924051
159,53.836478
160,53.750000
161,53.726708
162,53.703704
163,53.680982
164,53.658537
165,53.636364
166,53.614458
167,53.652695
168,53.869048
169,54.082840
170,54.294118
171,54.561404
172,54.825581
173,55.086705
174,55.344828
175,55.600000
176,55.340909
177,55.084746
178,54.831461
179,54.636872
180,54.500000
181,54.364641
182,54.230769
183,54.153005
184,54.076087
185,54.000000
186,53.978495
187,53.957219
188,53.936170
189,53.915344
190,53.894737
191,53.874346
192,53.906250
193,54.093264
194,54.278351
195,54.461538
196,54.693878
197,54.923858
198,55.151515
199,55.376884
200,55.600000
201,55.373134
202,55.148515
203,54.926108
204,54.754902
205,54.634146
206,54.514563
207,54.396135
208,54.326923
209,54.258373
210,54.190476
211,54.170616
212,54.150943
213,54.131455
214,54.112150
215,54.093023
