0,513,1,13
1,514,1,14
2,537,1,37
3,542,1,42
4,546,1,46
5,559,1,59
6,567,1,67
7,585,1,85
8,596,1,96
9,605,1,105
10,612,1,112
11,624,1,124
12,625,1,125
13,627,1,127
14,628,1,128
15,644,1,144
16,657,1,157
17,676,1,176
18,682,1,182
19,695,1,195
20,699,1,199
21,700,1,200
22,707,1,207
23,710,1,210
24,749,1,249
25,755,1,255
26,768,1,268
27,805,1,305
28,831,1,331
29,842,1,342
30,862,1,362
31,869,1,369
32,873,1,373
33,884,1,384
34,888,1,388
35,890,1,390
36,893,1,393
37,906,1,406
38,914,1,414
39,918,1,418
40,933,1,433
41,943,1,443
42,945,1,445
43,956,1,456
44,965,1,465
45,970,1,470
46,973,1,473
47,976,1,476
48,991,1,491
49,994,1,494
50,996,1,496
51,7,1,1506
52,45,1,1544
53,49,1,1548
54,50,1,1549
55,55,1,1554
56,66,1,1565
57,67,1,1566
58,94,1,1593
59,107,1,1606
60,110,1,1609
61,113,1,1612
62,137,1,1636
63,146,1,1645
64,162,1,1661
65,167,1,1666
66,168,1,1667
67,178,1,1677
68,186,1,1685
69,214,1,1713
70,218,1,1717
71,223,1,1722
72,240,1,1739
73,245,1,1744
74,261,1,1760
75,268,1,1767
76,280,1,1779
77,301,1,1800
78,314,1,1813
79,330,1,1829
80,343,1,1842
81,345,1,1844
82,362,1,1861
83,366,1,1865
84,370,1,1869
85,374,1,1873
86,376,1,1875
87,377,1,1876
88,394,1,1893
89,409,1,1908
90,439,1,1938
91,451,1,1950
92,457,1,1956
93,468,1,1967
94,490,1,1989
95,492,1,1991
96,884,1,2383
97,943,1,2442
98,113,1,3611
99,374,1,3872
